,FaqID,Val,GrpID
426,82703,4,1
427,27793,4,1
428,63844,4,1
429,130436,4,1
430,140372,4,1
431,89277,2,1
432,81554,4,1
433,17060,4,1
434,30706,4,1
435,6661,4,1
436,103160,4,1
437,21157,4,1
438,111204,2,1
439,44718,4,1
440,136599,4,1
441,78673,2,1
442,53424,4,1
443,98661,4,1
444,64698,4,1
445,65140,4,1
446,58211,4,1
447,50090,4,1
448,3681,4,1
449,107752,4,1
450,89014,4,1
451,118327,4,1
452,3963,4,1
453,129993,4,1
454,115430,4,1
455,97978,4,1
456,58441,4,1
457,48235,4,1
458,88914,4,1
459,53483,4,1
460,42908,4,1
461,58553,4,1
462,86837,4,1
463,94489,4,1
464,127285,4,1
465,12484,4,1
466,64088,4,1
467,46939,4,1
468,62837,2,1
469,95264,4,1
470,20359,4,1
471,60088,4,1
472,137982,4,1
473,34000,2,2
474,74589,4,2
475,25548,4,2
476,86291,4,2
477,54289,4,2
478,16848,4,2
479,61739,2,2
480,104193,4,2
481,31377,4,2
482,18524,4,2
483,47753,4,2
484,86646,1,2
485,18085,4,2
486,5347,4,2
487,111787,4,2
488,64371,4,2
489,115533,4,2
490,61003,4,2
491,73688,3,2
492,29738,1,2
493,15108,4,2
494,67248,3,2
495,125784,4,2
496,5085,3,2
497,81861,4,2
498,58110,4,2
499,42485,2,2
500,99728,4,2
501,20201,1,2
502,9094,4,2
503,69793,4,2
504,92732,4,2
505,38148,4,2
506,60226,1,2
507,39109,4,2
508,18753,4,2
509,20428,4,2
510,108331,2,2
511,120700,1,2
512,86745,2,2
513,139014,4,2
514,30559,4,2
515,39188,4,2
516,104829,4,2
517,18513,4,2
518,41392,2,2
519,73368,4,2
520,34688,1,2
521,101418,2,2
522,135165,4,2
523,111314,3,2
524,99841,1,2
525,128549,4,2
526,38325,3,2
527,64471,4,2
528,30269,4,2
529,15420,4,2
530,130913,4,2
531,104321,4,2
532,62537,4,2
533,17148,1,2
534,100385,4,2
535,129605,4,2
536,53424,4,2
537,136149,4,2
538,12546,4,2
539,73195,1,2
540,122979,4,2
541,36176,4,2
542,140874,4,2
543,77530,4,2
544,73672,2,2
545,49999,4,2
546,111382,4,2
547,130745,4,2
548,56015,4,2
549,39042,4,2
550,117793,4,2
551,108776,4,2
552,13346,2,2
553,100030,4,2
554,17829,4,2
555,42538,4,2
556,105502,1,2
557,50665,4,2
558,135834,4,2
559,88312,4,2
560,79526,4,2
561,83415,4,2
562,137912,4,2
563,60793,4,2
564,76442,4,2
565,59449,4,2
566,131841,2,2
567,18377,2,2
568,94173,1,2
569,91050,4,2
570,53703,4,2
571,22113,4,2
572,100148,4,2
573,25430,1,2
574,27526,4,2
575,103593,4,2
576,30315,4,2
577,93327,3,2
578,60379,1,2
579,114805,4,2
580,47400,4,2
581,77769,2,2
582,62628,1,2
583,74925,4,2
584,82572,3,2
585,98412,4,2
586,28198,4,2
587,136921,4,2
588,118367,4,2
589,126118,2,2
590,101792,4,2
591,73123,4,2
592,96115,4,2
593,127530,4,2
594,21735,1,2
595,524,4,2
596,7758,4,2
597,46809,1,2
598,141154,2,2
599,142145,4,2
600,124300,4,2
601,519,2,2
602,52928,4,2
603,95914,4,2
604,24701,4,2
605,136638,4,2
606,20462,4,2
607,97528,4,2
608,131953,2,2
609,50208,4,2
610,123109,4,2
611,112077,4,2
612,68942,2,2
613,42249,4,2
614,66255,4,2
615,14263,2,2
616,2373,4,2
617,123111,4,2
618,2749,1,2
619,72155,4,2
620,93908,4,2
621,85240,2,2
622,105198,4,2
623,58247,4,2
624,63893,2,2
625,4246,4,2
626,107043,4,2
627,106760,4,2
628,124237,4,2
629,45238,1,2
630,101361,4,2
631,24373,4,2
632,80925,3,2
633,42786,4,2
634,64558,1,2
635,69027,4,2
636,106509,4,2
637,41232,4,2
638,45422,4,2
639,142456,4,2
640,135372,4,2
641,121546,1,2
642,114609,4,2
643,12282,4,2
644,132211,4,2
645,2532,4,2
646,111643,2,2
647,2432,4,2
648,59518,4,2
649,84565,2,2
650,21726,4,2
651,55501,4,2
652,9661,1,2
653,94525,4,2
654,125518,4,2
655,39031,1,2
656,105394,4,2
657,80763,4,2
658,9826,4,2
659,24803,4,2
660,83412,2,2
661,67729,4,2
662,117584,4,2
663,44718,2,2
664,110553,1,2
665,17160,4,2
666,70326,4,2
667,16484,4,2
668,57061,4,2
669,566,1,2
670,45091,4,2
671,7433,2,2
672,46596,4,2
673,13116,4,2
674,82209,1,2
675,71151,4,2
676,18402,3,2
677,74518,4,2
678,126282,4,2
679,113963,2,2
680,133136,4,2
681,124054,2,2
682,28575,4,2
683,83557,4,2
684,65763,1,2
685,37509,4,2
686,63188,4,2
687,73352,4,2
688,135049,4,2
689,68112,3,2
690,64690,4,2
691,103589,2,2
692,59723,4,2
693,122995,4,2
694,40120,4,2
695,57990,1,2
696,6472,4,2
697,56681,4,2
698,3718,4,2
699,37842,1,2
700,100441,3,2
701,49349,1,2
702,41378,2,2
703,84337,4,2
704,101792,4,3
705,73597,4,3
706,130110,4,3
707,114281,4,3
708,17580,4,3
709,79137,4,3
710,73991,4,3
711,117793,4,3
712,126475,3,3
713,132317,4,3
714,30324,4,3
715,74425,4,3
716,38165,4,3
717,135905,4,3
718,66804,4,3
719,38956,4,3
720,116321,4,3
721,1467,4,3
722,22621,4,3
723,106557,4,3
724,121565,4,3
725,65707,4,3
726,101953,4,3
727,13055,4,3
728,8280,4,3
729,50503,4,3
730,102730,4,3
731,105146,4,3
732,31022,3,3
733,110119,4,3
734,105198,3,3
735,135574,4,3
736,87000,4,3
737,112248,4,3
738,132656,4,3
739,43469,4,3
740,50694,4,3
741,5777,4,3
742,130005,4,3
743,28012,4,3
744,82149,4,3
745,100961,4,3
746,35604,4,3
747,45565,4,3
748,45412,4,3
749,35906,4,3
750,122906,4,3
751,32076,4,3
752,49721,4,3
753,39800,4,3
754,84931,4,3
755,104082,4,3
756,69552,4,3
757,114735,4,3
758,108423,4,3
759,25693,4,3
760,108505,4,3
761,114475,4,3
762,80173,4,3
763,2118,4,3
764,102334,4,3
765,65949,4,3
766,20359,4,3
767,34805,4,3
768,137830,4,3
769,102816,4,3
770,60088,4,3
771,54417,4,3
772,68868,4,3
773,134274,4,3
774,85436,4,3
775,23458,4,3
776,45101,4,3
777,69066,4,3
778,18753,4,3
779,98760,1,3
780,66991,4,3
781,107530,4,3
782,115193,4,3
783,104321,4,3
784,43463,4,3
785,130703,4,3
786,127811,4,3
787,124139,4,3
788,29215,4,3
789,29908,4,3
790,121661,4,3
791,47827,4,3
792,20818,4,3
793,54470,4,3
794,117090,4,3
795,7763,4,3
796,129397,4,3
797,69793,4,3
798,31447,4,3
799,92959,4,3
800,3211,4,3
801,31576,4,3
802,113733,4,3
803,31360,4,3
804,68810,4,3
805,142311,4,3
806,115074,4,3
807,133676,4,3
808,133084,4,3
809,26720,4,3
810,50872,4,3
811,27526,4,3
812,11922,4,3
813,78463,4,3
814,65119,4,3
815,108757,4,3
816,13117,4,3
817,98868,4,3
818,68556,4,3
819,29201,4,3
820,72155,4,3
821,41545,4,3
822,124950,4,3
823,129993,4,3
824,74585,4,3
825,11217,4,3
826,138303,4,3
827,41846,4,3
828,81861,4,3
829,114579,4,3
830,29771,4,3
831,100476,4,3
832,49429,4,3
833,47657,4,3
834,61895,4,3
835,89357,4,3
836,140966,4,3
837,37408,4,3
838,88913,4,3
839,90017,4,3
840,37825,4,3
841,83161,4,3
842,118493,4,3
843,30232,4,3
844,54808,4,3
845,5085,4,3
846,17090,4,3
847,78403,4,3
848,2258,4,3
849,131932,4,3
850,82141,4,3
851,97528,4,3
852,25219,4,3
853,3118,4,3
854,125108,4,3
855,46485,4,3
856,123176,4,3
857,113205,4,3
858,28655,4,3
859,87653,4,3
860,91898,4,3
861,90293,4,3
862,129863,4,3
863,105433,4,3
864,36132,4,3
865,111382,4,3
866,105480,4,3
867,24373,4,3
868,49263,4,3
869,85046,4,3
870,59838,4,3
871,19934,4,3
872,24424,4,3
873,139218,4,3
874,85736,4,3
875,115182,4,3
876,111500,4,3
877,57994,4,3
878,116228,4,3
879,28750,4,3
880,82177,4,3
881,33445,4,3
882,35331,4,3
883,42965,4,3
884,76089,4,3
885,138485,4,3
886,20145,4,3
887,132906,4,3
888,6134,4,3
889,111296,4,3
890,65274,4,3
891,1705,4,4
892,3964,2,4
893,85814,4,4
894,107103,4,4
895,26384,4,4
896,42155,4,4
897,65407,4,4
898,84395,4,4
899,84999,4,4
900,102044,4,4
901,103824,4,4
902,69066,4,4
903,119774,4,4
904,58578,4,4
905,53375,4,4
906,66175,4,4
907,136617,4,4
908,121368,1,4
909,2616,4,4
910,87254,4,4
911,96093,4,4
912,48160,2,4
913,37571,3,4
914,25667,4,4
915,14590,1,4
916,75992,4,4
917,131932,4,4
918,61003,4,4
919,45404,4,4
920,105573,4,4
921,38957,2,4
922,108614,2,4
923,80449,4,4
924,28346,4,4
925,63310,1,4
926,82515,4,4
927,59290,4,4
928,17144,1,4
929,15674,2,4
930,100300,4,4
931,115533,4,4
932,135872,4,4
933,45565,4,4
934,106767,2,4
935,71518,4,4
936,93327,4,4
937,70029,4,4
938,122471,4,4
939,138485,4,4
940,48304,4,4
941,136436,4,4
942,96412,4,4
943,28655,4,4
944,118310,4,4
945,64690,4,4
946,111979,4,4
947,46085,2,4
948,120869,4,4
949,80763,2,4
950,91964,4,4
951,138807,4,4
952,91916,2,4
953,15140,4,4
954,131535,4,4
955,46468,4,4
956,6564,4,4
957,73672,4,4
958,7028,1,4
959,121324,4,4
960,83167,4,4
961,115430,2,4
962,14770,4,4
963,32415,4,4
964,21978,4,4
965,2258,4,4
966,142003,4,4
967,130110,4,4
968,58320,4,4
969,13727,4,4
970,69603,4,4
971,24701,4,4
972,61399,4,4
973,108405,4,4
974,1525,4,4
975,130222,1,4
976,134379,4,4
977,129210,4,4
978,112549,4,4
979,45702,1,4
980,4980,4,4
981,54459,2,4
982,8687,4,4
983,103180,4,4
984,133786,1,4
985,33379,4,4
986,71777,4,4
987,57727,4,4
988,9094,4,4
989,20689,4,4
990,45337,4,4
991,50665,4,4
992,103017,4,4
993,2263,2,4
994,93908,4,4
995,136834,1,4
996,114475,4,4
997,68810,4,4
998,100330,2,4
999,132317,4,4
1000,34186,1,4
1001,24926,4,4
1002,91586,4,4
1003,82644,4,4
1004,56956,4,4
1005,140966,4,4
1006,57288,4,4
1007,49913,4,4
1008,67353,4,4
1009,55367,4,4
1010,95414,4,4
1011,56370,4,4
1012,130436,4,4
1013,50756,4,4
1014,58553,4,4
1015,53561,1,4
1016,10496,4,4
1017,109475,4,4
1018,78034,4,4
1019,65707,4,4
1020,57747,4,4
1021,102163,4,4
1022,52487,4,4
1023,100476,4,4
1024,108767,4,4
1025,11393,4,4
1026,130462,4,4
1027,128196,4,4
1028,28575,4,4
1029,122659,4,4
1030,58211,4,4
1031,16374,4,4
1032,84289,4,4
1033,52928,4,4
1034,130488,4,4
1035,55746,4,4
1036,28459,4,4
1037,121160,4,4
1038,69371,4,4
1039,83704,4,4
1040,40783,4,4
1041,98586,4,4
1042,13037,4,4
1043,8116,4,4
1044,68556,4,4
1045,56715,2,4
1046,136083,4,4
1047,66066,4,4
1048,28139,4,4
1049,59256,4,4
1050,84664,4,4
1051,80630,4,4
1052,40120,1,4
1053,53110,4,4
1054,107279,4,4
1055,110977,4,4
1056,123605,4,4
1057,39269,4,4
1058,5085,4,4
1059,19151,4,4
1060,19742,4,4
1061,97169,4,4
1062,87000,4,4
1063,105433,4,4
1064,129397,4,4
1065,113963,4,4
1066,75061,4,4
1067,94589,4,4
1068,12282,4,4
1069,49313,4,4
1070,60547,4,4
1071,64007,4,4
1072,108670,4,4
1073,125303,2,4
1074,73840,4,4
1075,24197,4,4
1076,123714,4,4
1077,140030,4,4
1078,88139,4,4
1079,30203,1,4
1080,81995,4,4
1081,10892,4,4
1082,18774,4,4
1083,12546,4,4
1084,24424,4,4
1085,17131,4,4
1086,31580,4,4
1087,52572,1,4
1088,2593,4,4
1089,141404,4,4
1090,126776,4,4
1091,137445,4,4
1092,105056,4,4
1093,35893,4,4
1094,118066,4,4
1095,126978,4,4
1096,62093,4,4
1097,135718,4,4
1098,16686,4,4
1099,120530,4,4
1100,51660,4,4
1101,22627,4,4
1102,112264,1,4
1103,91690,4,4
1104,20381,4,4
1105,38817,4,4
1106,120888,4,4
1107,138991,4,4
1108,138221,1,4
1109,26786,4,4
1110,73354,4,4
1111,75996,4,4
1112,64649,1,4
1113,57199,1,4
1114,52297,4,4
1115,45351,1,4
1116,108138,4,4
1117,86739,4,4
1118,42908,4,4
1119,20264,4,4
1120,57423,3,4
1121,116207,4,4
1122,21010,4,4
1123,16848,1,4
1124,75215,4,4
1125,98583,4,4
1126,112050,4,4
1127,32827,4,4
1128,113629,4,4
1129,102428,4,4
1130,97058,4,4
1131,29688,1,4
1132,68856,4,4
1133,27543,2,4
1134,137615,4,4
1135,119259,4,4
1136,78166,1,4
1137,71998,1,4
1138,27876,4,4
1139,111500,4,4
1140,104287,4,4
1141,105485,4,4
1142,47914,4,4
1143,5945,4,4
1144,31377,4,4
1145,92727,4,4
1146,119878,4,4
1147,61509,4,4
1148,130337,4,4
1149,21410,1,4
1150,114056,4,4
1151,135530,4,4
1152,38192,4,4
1153,70818,4,4
1154,139218,4,4
1155,52079,4,4
1156,65104,4,4
1157,118528,4,4
1158,50972,4,4
1159,24709,1,4
1160,1395,4,4
1161,132384,4,4
1162,67243,4,4
1163,128316,4,4
1164,54096,4,4
1165,82870,4,4
1166,87439,1,4
1167,59518,2,4
1168,131356,2,4
1169,140492,4,4
1170,100770,4,4
1171,70544,4,4
1172,53375,2,5
1173,45902,4,5
1174,75061,4,5
1175,55813,4,5
1176,43333,2,5
1177,51660,1,5
1178,78034,4,5
1179,21252,4,5
1180,85774,4,5
1181,119883,4,5
1182,136716,4,5
1183,35906,4,5
1184,133900,1,5
1185,56749,4,5
1186,92732,2,5
1187,129971,4,5
1188,121060,2,5
1189,7618,1,5
1190,115042,4,5
1191,20264,2,5
1192,106948,2,5
1193,130436,4,5
1194,48263,4,5
1195,128462,4,5
1196,113200,4,5
1197,102222,4,5
1198,61376,2,5
1199,90928,4,5
1200,71653,4,5
1201,122429,2,5
1202,67050,2,5
1203,12616,4,5
1204,5085,4,5
1205,81456,4,5
1206,78041,4,5
1207,78211,4,5
1208,44893,4,5
1209,2455,4,5
1210,117550,4,5
1211,84700,4,5
1212,56100,4,5
1213,137982,4,5
1214,16657,4,5
1215,129210,4,5
1216,128935,3,5
1217,71777,4,5
1218,24367,1,5
1219,57481,4,5
1220,68556,4,5
1221,65026,4,5
1222,6782,1,5
1223,84649,2,5
1224,25774,2,5
1225,99684,4,5
1226,62002,1,5
1227,107752,4,5
1228,78357,4,5
1229,58520,4,5
1230,113427,4,5
1231,4437,3,5
1232,112934,4,5
1233,66110,1,5
1234,1796,4,5
1235,76148,4,5
1236,100476,4,5
1237,42874,4,5
1238,82367,4,5
1239,41499,2,5
1240,33700,2,5
1241,101051,1,5
1242,17090,4,5
1243,41164,4,5
1244,52100,2,5
1245,22198,2,5
1246,114180,1,5
1247,105485,4,5
1248,106752,2,5
1249,106150,2,5
1250,93601,4,5
1251,63294,2,5
1252,17179,4,5
1253,61134,4,5
1254,130462,4,5
1255,5153,4,5
1256,136305,4,5
1257,133098,4,5
1258,21699,2,5
1259,11217,2,5
1260,21388,4,5
1261,118310,4,5
1262,136083,4,5
1263,114619,2,5
1264,137445,1,5
1265,46060,2,5
1266,50881,4,5
1267,132384,4,5
1268,57958,2,5
1269,131352,4,5
1270,30475,4,5
1271,131786,4,5
1272,80449,4,5
1273,83325,4,5
1274,34051,2,5
1275,117793,4,5
1276,89400,4,5
1277,60563,4,5
1278,135351,2,5
1279,99786,1,5
1280,45422,4,5
1281,126934,4,5
1282,128332,2,5
1283,37825,4,5
1284,120268,1,6
1285,51016,4,6
1286,63972,4,6
1287,47048,4,6
1288,40373,4,6
1289,17090,4,6
1290,52866,4,6
1291,44053,2,6
1292,27876,4,6
1293,131467,3,6
1294,21252,4,6
1295,110176,4,6
1296,138163,4,6
1297,15140,4,6
1298,74119,4,6
1299,19742,4,6
1300,88052,4,6
1301,118325,4,6
1302,43644,4,6
1303,75762,4,6
1304,20040,4,6
1305,112798,4,6
1306,61268,2,6
1307,112934,4,6
1308,48906,4,6
1309,133283,4,6
1310,138807,4,6
1311,65407,4,6
1312,136716,4,6
1313,35574,4,6
1314,52659,2,6
1315,94997,3,6
1316,2637,4,6
1317,98904,4,6
1318,66189,2,6
1319,66991,4,6
1320,127384,4,6
1321,78947,4,6
1322,117110,4,6
1323,119857,4,6
1324,45337,4,6
1325,130436,4,6
1326,119874,4,6
1327,135905,4,6
1328,115318,4,6
1329,32559,4,6
1330,106018,2,6
1331,26205,4,6
1332,30475,2,6
1333,38963,4,6
1334,58578,4,6
1335,68555,4,6
1336,90924,4,6
1337,113039,4,6
1338,91690,4,6
1339,91389,4,6
1340,71319,2,6
1341,132384,4,6
1342,135426,2,6
1343,110163,4,6
1344,120869,4,6
1345,138126,3,6
1346,74275,4,6
1347,126978,4,6
1348,114712,2,6
1349,29331,4,6
1350,83325,4,6
1351,102163,4,6
1352,107674,4,6
1353,89707,4,6
1354,64649,4,6
1355,21010,4,6
1356,7618,4,6
1357,128316,4,6
1358,88139,2,6
1359,61384,4,6
1360,129397,4,6
1361,66769,2,6
1362,73917,4,6
1363,89277,4,6
1364,20381,4,6
1365,81456,4,6
1366,28867,4,6
1367,114475,4,6
1368,35882,2,6
1369,57559,4,6
1370,126380,4,6
1371,137924,4,6
1372,140699,2,6
1373,117793,4,6
1374,77530,4,6
1375,85218,4,6
1376,11829,3,6
1377,3133,4,6
1378,2010,4,6
1379,87653,4,6
1380,76052,4,6
1381,136617,4,6
1382,120500,4,6
1383,71777,4,6
1384,140548,4,6
1385,61706,4,6
1386,130462,4,6
1387,53110,3,6
1388,101792,4,6
1389,140757,4,6
1390,66143,4,6
1391,52628,3,6
1392,140966,4,6
1393,20074,4,6
1394,65026,4,6
1395,79407,4,6
1396,115430,4,6
1397,136068,4,6
1398,128790,4,6
1399,1908,4,6
1400,73672,4,6
1401,82125,3,6
1402,4961,3,6
1403,132771,4,6
1404,113369,2,6
1405,47914,4,6
1406,63310,4,6
1407,54417,4,6
1408,95414,1,6
1409,27933,3,6
1410,64690,4,6
1411,62689,4,6
1412,86673,4,6
1413,89468,4,6
1414,20591,4,6
1415,6073,4,6
1416,83236,2,6
1417,97058,4,6
1418,98388,2,6
1419,14650,4,6
1420,96083,4,6
1421,90950,4,6
1422,42155,4,6
1423,31502,4,6
1424,89616,4,6
1425,140809,4,6
1426,20990,4,6
1427,121368,4,6
1428,42834,4,6
1429,69066,4,6
1430,111382,4,6
1431,131535,4,6
1432,117483,4,6
1433,46085,4,6
1434,55817,4,6
1435,108670,4,6
1436,46468,4,6
1437,1705,4,6
1438,8687,1,6
1439,31264,4,6
1440,51992,4,6
1441,13165,4,6
1442,41378,4,6
1443,84592,4,6
1444,141902,4,6
1445,100961,3,6
1446,81210,4,6
1447,124853,4,6
1448,68868,4,6
1449,138398,4,6
1450,24672,4,6
1451,73339,4,6
1452,89441,4,6
1453,5153,4,6
1454,70029,3,6
1455,78211,1,6
1456,96921,4,6
1457,93578,4,6
1458,128462,4,6
1459,799,2,6
1460,45109,2,6
1461,122995,4,6
1462,48085,4,6
1463,20462,4,6
1464,29149,4,6
1465,108741,4,6
1466,103007,4,6
1467,88064,4,6
1468,28471,4,6
1469,97062,4,6
1470,40290,3,6
1471,29993,4,6
1472,60088,4,6
1473,26939,4,6
1474,123714,4,6
1475,24018,4,6
1476,120272,4,6
1477,113146,4,6
1478,101361,4,6
1479,38057,4,6
1480,107050,4,6
1481,105231,4,6
1482,70174,4,6
1483,74260,4,6
1484,10284,4,6
1485,50349,4,6
1486,138485,4,6
1487,73688,4,6
1488,133125,4,6
1489,30203,4,6
1490,46072,4,6
1491,7436,3,6
1492,2616,2,6
1493,25949,4,6
1494,96115,4,6
1495,108919,4,6
1496,104498,2,6
